Date,SMA7,SMA21,EMA7,EMA21,MACD,MACD_signal,RSI,ADX,BB_upper,BB_middle,BB_lower,Stochastic_Oscillator,Williams_R,Price_ROC,OBV,Label
2013-05-31,15.819688861292814,15.88424709961754,15.854072971317178,15.718508160671082,0.162860330565044,0.1890830476265111,65.96184798765756,13.922929528354631,15.904341577116318,16.291899236811712,15.516783917420925,54.90832618777861,-45.09167381222139,-0.9747512223206877,5750833140.322731,-1
2013-06-03,15.858032653196995,15.908803672039523,15.890066121113799,15.743920652474044,0.1649713041374401,0.1842606989286969,67.38923079672172,13.815190113656874,15.92125851833465,16.293875017643952,15.548642019025348,61.857232392341814,-38.142767607658186,0.7839854491001632,6121959662.575275,-1
2013-06-04,15.895847704100563,15.925611329104925,15.920716476962944,15.76835218811371,0.16591161122589604,0.18059088138813673,67.88850258181661,13.864480421906448,15.92695348737106,16.30149758847521,15.552409386266909,78.64025739808943,-21.359742601910565,1.5535194091357574,6469566805.784994,1
2013-06-05,15.92225685948071,15.929379651660627,15.935013092085207,15.78740225623537,0.16198434343896295,0.17686957379830198,65.32762481188283,13.8687697426918,15.923664175739628,16.295193085458724,15.55213526602053,73.91741383035574,-26.082586169644266,1.9034100038585153,6139064957.289238,1
2013-06-06,15.936182062708498,15.921695290972147,15.92183921796953,15.796030923452383,0.14943640729540775,0.17138294049772315,58.764015244191256,13.032459029329477,15.907752454451236,16.257079709876976,15.558425199025498,60.931948006711956,-39.068051993288044,1.0241775638763744,5782633429.650529,1
2013-06-07,15.941123540818623,15.905064285941126,15.90420464241187,15.801055468205702,0.13542815913187312,0.16419198422455314,56.77077615069663,12.562585854672816,15.888598050743402,16.204606020017675,15.572590081469132,56.718268075430906,-43.281731924569094,0.8637684585288578,5411770667.177594,1
2013-06-10,15.925158982780621,15.884298304333456,15.877729325842548,15.800805278017418,0.11868197112497825,0.15508998160463816,53.43556435686626,12.253034156127615,15.867647789778704,16.147157868527213,15.588137711030196,47.9628931492616,-52.0371068507384,0.43652844697552146,5017120758.301725,1
2013-06-11,15.895417349650659,15.861920919198415,15.845142871280064,15.795948753433343,0.10014725344528763,0.14410143597276806,50.37348239952471,12.305280973731437,15.84380027132865,16.07466554412981,15.612934998527487,35.55488662832756,-64.44511337167243,-0.0036746379364944945,4655032116.600406,1
2013-06-12,15.846235918757985,15.83475147527752,15.797301042023783,15.783023917144396,0.07701717062719382,0.13068458290365323,45.240986237938706,12.709002137192467,15.8208573976974,16.030526043212294,15.611188752182505,19.446914197339975,-80.55308580266002,-0.8818017663389083,4322001916.474945,1
2013-06-13,15.791375239676102,15.81170432118501,15.755136479252135,15.768989269307378,0.056012729514996806,0.11575021222592195,43.94630979572871,13.498524875209203,15.808609593986642,16.03264946691474,15.584569721058545,22.573876934995685,-77.42612306500432,-0.9895467453778815,4003131059.4792604,1
2013-06-14,15.729921755099085,15.796186686911701,15.703284495792325,15.748874658044242,0.032463239205609895,0.09909281762185955,39.97954491942629,14.522123629954152,15.7976103681713,16.048582900170697,15.546637836171906,16.959961168401104,-83.04003883159889,-1.7006192430609948,3698361661.7379293,1
2013-06-17,15.677016556035365,15.784008979314402,15.655458672388358,15.727338889328989,0.01079119247477145,0.08143249259244194,38.333302648631985,15.560759346541404,15.789236500541639,16.06533713269092,15.513135868392355,13.934544278330263,-86.06545572166974,-2.502028265511308,3407198764.7749867,1
2013-06-18,15.62461554873139,15.774724946449707,15.612717470444036,15.705262068900087,-0.008504029954602643,0.06344518808303302,37.069311559876674,16.59929041885444,15.777396017167302,16.082881545593033,15.471910488741571,11.752386990321803,-88.24761300967819,-2.9524544034134728,3144877059.0612717,1
2013-06-19,15.563613454986722,15.758057574441331,15.552360282813503,15.674900855356615,-0.03255506727527546,0.04424513701137133,32.33973364535788,18.059863171259355,15.760182707695938,16.11282413866751,15.407541276724366,7.408091321081534,-92.59190867891846,-3.9177088714970325,2867969864.2969046,1
2013-06-20,15.489136530921442,15.734747580621637,15.470781471894037,15.634095781154707,-0.0626138651559014,0.02287333657791679,27.493032181397624,20.10057700909331,15.735003008293997,16.157725063906,15.312280952681995,6.221675054465896,-93.77832494553411,-4.912501325517246,2566941587.076523,1
